ano,uf,ibge,municipio,zona,local,nome,renda_antes,renda_depois,doador,doador_nome,distancia_km,motivo,situacao
2014,BA,2903508,BELO CAMPO,177,1287,ESCOLA MUNICIPAL CASTELO BRANCO,398.23,347.38,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,3.38,coordenada corrigida,perfil herdado
2016,BA,2903508,BELO CAMPO,177,1287,ESCOLA MUNICIPAL CASTELO BRANCO,1715.25,952.87,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,3.38,coordenada corrigida,perfil herdado
2018,BA,2903508,BELO CAMPO,177,1287,ESCOLA MUNICIPAL CASTELO BRANCO,1715.25,952.87,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,3.38,coordenada corrigida,perfil herdado
2020,BA,2903508,BELO CAMPO,177,1287,ESCOLA MUNICIPAL CASTELO BRANCO,1715.25,952.87,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,3.38,coordenada corrigida,perfil herdado
2022,BA,2903508,BELO CAMPO,177,1287,ESCOLA MUNICIPAL CASTELO BRANCO,1715.25,952.87,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,3.38,coordenada corrigida,perfil herdado
2024,BA,2903508,BELO CAMPO,177,1287,ESCOLA MUNICIPAL CASTELO BRANCO,1715.25,952.87,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,3.38,coordenada corrigida,perfil herdado
2006,BA,2903508,BELO CAMPO,165,1295,ESCOLA MUNICIPAL ROBERTO SANTOS,549.49,643.46,165_33693_1236,ESCOLA MUNICIPAL BENIGNO FERREIRA,6.11,coordenada corrigida,perfil herdado
2008,BA,2903508,BELO CAMPO,177,1295,ESCOLA MUNICIPAL ROBERTO SANTOS,549.49,643.46,177_33693_1236,ESCOLA MUNICIPAL BENIGNO FERREIRA,6.11,coordenada corrigida,perfil herdado
2010,BA,2903508,BELO CAMPO,177,1295,ESCOLA MUNICIPAL ROBERTO SANTOS,549.49,643.46,177_33693_1236,ESCOLA MUNICIPAL BENIGNO FERREIRA,6.11,coordenada corrigida,perfil herdado
2012,BA,2903508,BELO CAMPO,177,1295,ESCOLA MUNICIPAL ROBERTO SANTOS,549.49,643.46,177_33693_1236,ESCOLA MUNICIPAL BENIGNO FERREIRA,6.11,coordenada corrigida,perfil herdado
2014,BA,2903508,BELO CAMPO,177,1295,ESCOLA MUNICIPAL ROBERTO SANTOS,549.49,643.46,177_33693_1236,ESCOLA MUNICIPAL BENIGNO FERREIRA,6.11,coordenada corrigida,perfil herdado
2016,BA,2903508,BELO CAMPO,177,1295,ESCOLA MUNICIPAL ROBERTO SANTOS,1715.13,351.38,177_33693_1341,ESCOLA MUNICIPAL JOSE FRANCISCO LACERDA,8.79,coordenada corrigida,perfil herdado
2018,BA,2903508,BELO CAMPO,177,1295,ESCOLA MUNICIPAL ROBERTO SANTOS,1715.13,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,8.91,coordenada corrigida,perfil herdado
2020,BA,2903508,BELO CAMPO,177,1295,ESCOLA MUNICIPAL ROBERTO SANTOS,1715.13,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,8.91,coordenada corrigida,perfil herdado
2022,BA,2903508,BELO CAMPO,177,1295,ESCOLA MUNICIPAL ROBERTO SANTOS,1715.13,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,8.91,coordenada corrigida,perfil herdado
2024,BA,2903508,BELO CAMPO,177,1295,ESCOLA MUNICIPAL ROBERTO SANTOS,1715.13,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,8.91,coordenada corrigida,perfil herdado
2006,BA,2903508,BELO CAMPO,165,1325,ESPECIAL ESCOLA MUNICIPAL EDVALDO FLORES,549.49,672.5,165_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.88,coordenada corrigida,perfil herdado
2008,BA,2903508,BELO CAMPO,177,1325,ESPECIAL ESCOLA MUNICIPAL EDVALDO FLORES,549.49,672.5,177_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.88,coordenada corrigida,perfil herdado
2010,BA,2903508,BELO CAMPO,177,1325,ESPECIAL ESCOLA MUNICIPAL EDVALDO FLORES,549.49,672.5,177_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.88,coordenada corrigida,perfil herdado
2012,BA,2903508,BELO CAMPO,177,1325,ESPECIAL ESCOLA MUNICIPAL EDVALDO FLORES,549.49,672.5,177_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.88,coordenada corrigida,perfil herdado
2014,BA,2903508,BELO CAMPO,177,1325,ESPECIAL ESCOLA MUNICIPAL EDVALDO FLORES,549.49,672.5,177_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.88,coordenada corrigida,perfil herdado
2016,BA,2903508,BELO CAMPO,177,1325,ESPECIAL ESCOLA MUNICIPAL EDVALDO FLORES,1715.13,351.38,177_33693_1341,ESCOLA MUNICIPAL JOSE FRANCISCO LACERDA,8.47,coordenada corrigida,perfil herdado
2018,BA,2903508,BELO CAMPO,177,1325,ESPECIAL ESCOLA MUNICIPAL EDVALDO FLORES,1715.13,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,9.41,coordenada corrigida,perfil herdado
2020,BA,2903508,BELO CAMPO,177,1325,ESPECIAL ESCOLA MUNICIPAL EDVALDO FLORES,1715.13,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,9.41,coordenada corrigida,perfil herdado
2006,BA,2903508,BELO CAMPO,165,1350,ESCOLA MUNICIPAL TEODORICO ARCANJO CANTIL,391.58,452.43,165_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,8.28,coordenada corrigida,perfil herdado
2008,BA,2903508,BELO CAMPO,177,1350,ESCOLA MUNICIPAL TEODORICO ARCANJO CANTIL,391.58,347.38,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,9.95,coordenada corrigida,perfil herdado
2010,BA,2903508,BELO CAMPO,177,1350,ESCOLA MUNICIPAL TEODORICO ARCANJO CANTIL,391.58,347.38,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,9.95,coordenada corrigida,perfil herdado
2012,BA,2903508,BELO CAMPO,177,1350,ESCOLA MUNICIPAL TEODORICO ARCANJO CANTIL,391.58,347.38,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,9.95,coordenada corrigida,perfil herdado
2014,BA,2903508,BELO CAMPO,177,1350,ESCOLA MUNICIPAL TEODORICO ARCANJO CANTIL,391.58,347.38,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,9.95,coordenada corrigida,perfil herdado
2016,BA,2903508,BELO CAMPO,177,1350,ESCOLA MUNICIPAL JOSE NUNES,1716.06,952.87,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,9.95,coordenada corrigida,perfil herdado
2018,BA,2903508,BELO CAMPO,177,1350,ESCOLA MUNICIPAL JOSE NUNES,1716.06,952.87,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,9.95,coordenada corrigida,perfil herdado
2020,BA,2903508,BELO CAMPO,177,1350,ESCOLA MUNICIPAL JOSÉ NUNES,1716.06,952.87,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,9.95,coordenada corrigida,perfil herdado
2022,BA,2903508,BELO CAMPO,177,1350,ESCOLA MUNICIPAL JOSÉ NUNES,1716.06,952.87,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,9.95,coordenada corrigida,perfil herdado
2024,BA,2903508,BELO CAMPO,177,1350,ESCOLA MUNICIPAL JOSÉ NUNES,1716.06,952.87,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,9.95,coordenada corrigida,perfil herdado
2006,BA,2904100,BOQUIRA,65,1414,PREDIO ESCOLAR DE ARACAS,332.66,372.69,65_33812_1112,PREDIO ESCOLAR DE LAGOA RASA,2.75,coordenada corrigida,perfil herdado
2008,BA,2904100,BOQUIRA,65,1414,PREDIO ESCOLAR DE ARACAS,332.66,372.69,65_33812_1112,PREDIO ESCOLAR DE LAGOA RASA,2.75,coordenada corrigida,perfil herdado
2012,BA,2904100,BOQUIRA,65,1414,PREDIO ESCOLAR DE ARACAS,332.66,372.69,65_33812_1112,PREDIO ESCOLAR DE LAGOA RASA,2.75,coordenada corrigida,perfil herdado
2014,BA,2904100,BOQUIRA,65,1414,PREDIO ESCOLAR DE ARACAS,332.66,372.69,65_33812_1112,PREDIO ESCOLAR DE LAGOA RASA,2.75,coordenada corrigida,perfil herdado
2016,BA,2904100,BOQUIRA,65,1414,PREDIO ESCOLAR DE ARACAS,1131.61,1061.93,65_33812_1112,PREDIO ESCOLAR DE LAGOA RASA,2.75,coordenada corrigida,perfil herdado
2018,BA,2904100,BOQUIRA,65,1414,PREDIO ESCOLAR DE ARACAS,1131.61,1061.93,65_33812_1112,PREDIO ESCOLAR DE LAGOA RASA,2.75,coordenada corrigida,perfil herdado
2020,BA,2904100,BOQUIRA,65,1414,PREDIO ESCOLAR DE ARACAS,1131.61,1061.93,65_33812_1112,PREDIO ESCOLAR DE LAGOA RASA,2.75,coordenada corrigida,perfil herdado
2022,BA,2904100,BOQUIRA,65,1414,PREDIO ESCOLAR DE ARACAS,1131.61,984.64,65_33812_1112,PREDIO ESCOLAR DE LAGOA RASA,2.75,coordenada corrigida,perfil herdado
2024,BA,2904100,BOQUIRA,65,1414,PREDIO ESCOLAR DE ARACAS,1131.61,1061.93,65_33812_1112,PREDIO ESCOLAR DE LAGOA RASA,2.75,coordenada corrigida,perfil herdado
2010,BA,2904100,BOQUIRA,65,5885,PREDIO ESCOLAR DE ARACAS,332.66,372.69,65_33812_1112,PREDIO ESCOLAR DE LAGOA RASA,2.75,coordenada corrigida,perfil herdado
2006,MG,3108602,BRASILIA DE MINAS,50,1139,ESCOLA MUNICIPAL SANTA LUCIA,337.13,456.35,50_41718_1520,ESCOLA MUNICIPAL RUI BARBOSA,0.95,coordenada corrigida,perfil herdado
2008,MG,3108602,BRASILIA DE MINAS,50,1139,ESCOLA MUNICIPAL SANTA LUCIA,337.13,456.35,50_41718_1520,ESCOLA MUNICIPAL RUI BARBOSA,0.95,coordenada corrigida,perfil herdado
2010,MG,3108602,BRASILIA DE MINAS,50,1139,ESCOLA MUNICIPAL SANTA LUCIA,337.13,456.35,50_41718_1520,ESCOLA MUNICIPAL RUI BARBOSA,0.95,coordenada corrigida,perfil herdado
2012,MG,3108602,BRASILIA DE MINAS,50,1139,ESCOLA MUNICIPAL SANTA LUCIA,337.13,456.35,50_41718_1520,ESCOLA MUNICIPAL RUI BARBOSA,0.95,coordenada corrigida,perfil herdado
2014,MG,3108602,BRASILIA DE MINAS,50,1139,ESCOLA MUNICIPAL SANTA LUCIA,337.13,456.35,50_41718_1520,ESCOLA MUNICIPAL RUI BARBOSA,0.95,coordenada corrigida,perfil herdado
2016,MG,3108602,BRASILIA DE MINAS,50,1139,ESCOLA MUNICIPAL SANTA LUCIA,1167.01,995.19,50_41718_1520,ESCOLA MUNICIPAL RUI BARBOSA,0.95,coordenada corrigida,perfil herdado
2018,MG,3108602,BRASILIA DE MINAS,50,1139,ESCOLA MUNICIPAL SANTA LUCIA,1167.01,995.19,50_41718_1520,ESCOLA MUNICIPAL RUI BARBOSA,0.95,coordenada corrigida,perfil herdado
2020,MG,3108602,BRASILIA DE MINAS,50,1139,ESCOLA MUNICIPAL SANTA LUCIA,1167.01,995.19,50_41718_1520,ESCOLA MUNICIPAL RUI BARBOSA,0.95,coordenada corrigida,perfil herdado
2022,MG,3108602,BRASILIA DE MINAS,50,1139,ESCOLA MUNICIPAL SANTA LUCIA,1167.01,995.19,50_41718_1520,ESCOLA MUNICIPAL RUI BARBOSA,0.95,coordenada corrigida,perfil herdado
2024,MG,3108602,BRASILIA DE MINAS,50,1139,ESCOLA MUNICIPAL SANTA LUCIA,1167.01,1072.01,50_41718_1147,ESCOLA MUNICIPAL EUZEBIA ROSA FREIRE,5.24,coordenada corrigida,perfil herdado
2006,MG,3108602,BRASILIA DE MINAS,50,1279,ESCOLA MUNICIPAL SANTA LUZIA,470.12,339.84,50_41718_1260,ESCOLA ESTADUAL CARLOS ANTONIO DOS SANTOS,8.14,coordenada corrigida,perfil herdado
2008,MG,3108602,BRASILIA DE MINAS,50,1279,ESCOLA MUNICIPAL SANTA LUZIA,470.12,339.84,50_41718_1260,ESCOLA ESTADUAL CARLOS ANTONIO DOS SANTOS,8.14,coordenada corrigida,perfil herdado
2010,MG,3108602,BRASILIA DE MINAS,50,1279,ESCOLA MUNICIPAL SANTA LUZIA,470.12,339.84,50_41718_1260,ESCOLA ESTADUAL CARLOS ANTONIO DOS SANTOS,8.14,coordenada corrigida,perfil herdado
2012,MG,3108602,BRASILIA DE MINAS,50,1279,ESCOLA MUNICIPAL SANTA LUZIA,470.12,339.84,50_41718_1260,ESCOLA ESTADUAL CARLOS ANTONIO DOS SANTOS,8.14,coordenada corrigida,perfil herdado
2014,MG,3108602,BRASILIA DE MINAS,50,1279,ESCOLA MUNICIPAL SANTA LUZIA,470.12,339.84,50_41718_1260,ESCOLA ESTADUAL CARLOS ANTONIO DOS SANTOS,8.14,coordenada corrigida,perfil herdado
2016,MG,3108602,BRASILIA DE MINAS,50,1279,ESCOLA MUNICIPAL SANTA LUZIA,1180.56,1129.95,50_41718_1260,ESCOLA ESTADUAL CARLOS ANTONIO DOS SANTOS,8.14,coordenada corrigida,perfil herdado
2018,MG,3108602,BRASILIA DE MINAS,50,1279,ESCOLA MUNICIPAL SANTA LUZIA,1180.56,1129.95,50_41718_1260,ESCOLA ESTADUAL CARLOS ANTONIO DOS SANTOS,8.14,coordenada corrigida,perfil herdado
2020,MG,3108602,BRASILIA DE MINAS,50,1279,ESCOLA MUNICIPAL SANTA LUZIA,1180.56,1129.95,50_41718_1260,ESCOLA ESTADUAL CARLOS ANTONIO DOS SANTOS,8.14,coordenada corrigida,perfil herdado
2022,MG,3108602,BRASILIA DE MINAS,50,1279,ASSOCIAÇÃO COMUNITÁRIA DO BURITIZINHO,1180.56,1129.95,50_41718_1260,ESCOLA ESTADUAL CARLOS ANTONIO DOS SANTOS,8.14,coordenada corrigida,perfil herdado
2024,MG,3108602,BRASILIA DE MINAS,50,1279,ASSOCIAÇÃO COMUNITÁRIA DO BURITIZINHO,1180.56,1129.95,50_41718_1260,ESCOLA ESTADUAL CARLOS ANTONIO DOS SANTOS,8.14,coordenada corrigida,perfil herdado
2006,MG,3108602,BRASILIA DE MINAS,50,1422,ESCOLA MUNICIPAL SAO PEDRO,372.68,350.55,50_41718_1511,ESCOLA MUNICIPAL AFONSO PENA,3.88,coordenada corrigida,perfil herdado
2008,MG,3108602,BRASILIA DE MINAS,50,1422,ESCOLA MUNICIPAL SAO PEDRO,372.68,350.55,50_41718_1511,ESCOLA MUNICIPAL AFONSO PENA,3.88,coordenada corrigida,perfil herdado
2010,MG,3108602,BRASILIA DE MINAS,50,1422,ESCOLA MUNICIPAL SAO PEDRO,372.68,350.55,50_41718_1511,ESCOLA MUNICIPAL AFONSO PENA,3.88,coordenada corrigida,perfil herdado
2012,MG,3108602,BRASILIA DE MINAS,50,1422,ESCOLA MUNICIPAL SAO PEDRO,372.68,350.55,50_41718_1511,ESCOLA MUNICIPAL AFONSO PENA,3.88,coordenada corrigida,perfil herdado
2014,MG,3108602,BRASILIA DE MINAS,50,1422,ESCOLA MUNICIPAL SAO PEDRO,372.68,350.55,50_41718_1511,ESCOLA MUNICIPAL AFONSO PENA,3.88,coordenada corrigida,perfil herdado
2016,MG,3108602,BRASILIA DE MINAS,50,1422,ESCOLA MUNICIPAL SAO PEDRO,1098.95,1164.26,50_41718_1511,ESCOLA MUNICIPAL AFONSO PENA,3.88,coordenada corrigida,perfil herdado
2018,MG,3108602,BRASILIA DE MINAS,50,1422,ESCOLA MUNICIPAL SAO PEDRO,1098.95,1164.26,50_41718_1511,ESCOLA MUNICIPAL AFONSO PENA,3.88,coordenada corrigida,perfil herdado
2020,MG,3108602,BRASILIA DE MINAS,50,1422,ESCOLA MUNICIPAL SAO PEDRO,1098.95,1164.26,50_41718_1511,ESCOLA MUNICIPAL AFONSO PENA,3.88,coordenada corrigida,perfil herdado
2022,MG,3108602,BRASILIA DE MINAS,50,1422,ESCOLA MUNICIPAL SAO PEDRO,1098.95,1164.26,50_41718_1511,ESCOLA MUNICIPAL AFONSO PENA,3.88,coordenada corrigida,perfil herdado
2024,MG,3108602,BRASILIA DE MINAS,50,1422,ESCOLA MUNICIPAL SAO PEDRO,1098.95,1164.26,50_41718_1511,ESCOLA MUNICIPAL AFONSO PENA,3.88,coordenada corrigida,perfil herdado
2006,MG,3108602,BRASILIA DE MINAS,50,1449,ESCOLA MUNICIPAL BOM JESUS,360.9,372.16,50_41718_1406,ESCOLA ESTADUAL MUNICIPAL CELESTINO SIMOES NETO,4.89,coordenada corrigida,perfil herdado
2008,MG,3108602,BRASILIA DE MINAS,50,1449,ESCOLA MUNICIPAL BOM JESUS,360.9,372.16,50_41718_1406,ESCOLA ESTADUAL MUNICIPAL CELESTINO SIMOES NETO,4.89,coordenada corrigida,perfil herdado
2010,MG,3108602,BRASILIA DE MINAS,50,1449,ESCOLA MUNICIPAL BOM JESUS,360.9,372.16,50_41718_1406,ESCOLA ESTADUAL MUNICIPAL CELESTINO SIMOES NETO,4.89,coordenada corrigida,perfil herdado
2012,MG,3108602,BRASILIA DE MINAS,50,1449,ESCOLA MUNICIPAL BOM JESUS,360.9,372.16,50_41718_1406,ESCOLA ESTADUAL MUNICIPAL CELESTINO SIMOES NETO,4.89,coordenada corrigida,perfil herdado
2014,MG,3108602,BRASILIA DE MINAS,50,1449,ESCOLA MUNICIPAL BOM JESUS,360.9,372.16,50_41718_1406,ESCOLA ESTADUAL MUNICIPAL CELESTINO SIMOES NETO,4.89,coordenada corrigida,perfil herdado
2016,MG,3108602,BRASILIA DE MINAS,50,1449,ESCOLA MUNICIPAL BOM JESUS,1056.55,1079.18,50_41718_1406,ESCOLA ESTADUAL MUNICIPAL CELESTINO SIMOES NETO,4.89,coordenada corrigida,perfil herdado
2018,MG,3108602,BRASILIA DE MINAS,50,1449,ESCOLA MUNICIPAL BOM JESUS,1056.55,1079.18,50_41718_1406,ESCOLA ESTADUAL MUNICIPAL CELESTINO SIMOES NETO,4.89,coordenada corrigida,perfil herdado
2020,MG,3108602,BRASILIA DE MINAS,50,1449,ESCOLA MUNICIPAL BOM JESUS,1056.55,1079.18,50_41718_1406,ESCOLA ESTADUAL MUNICIPAL CELESTINO SIMOES NETO,4.89,coordenada corrigida,perfil herdado
2022,MG,3108602,BRASILIA DE MINAS,50,1449,ESCOLA MUNICIPAL BOM JESUS,1056.55,1079.18,50_41718_1406,ESCOLA MUNICIPAL CELESTINO SIMOES NETO,4.89,coordenada corrigida,perfil herdado
2024,MG,3108602,BRASILIA DE MINAS,50,1449,ESCOLA MUNICIPAL BOM JESUS,1056.55,1079.18,50_41718_1406,ESCOLA MUNICIPAL CELESTINO SIMOES NETO,4.89,coordenada corrigida,perfil herdado
2006,MG,3108602,BRASILIA DE MINAS,50,1457,ESCOLA MUNICIPAL FLOR DO CAMPO,418.77,337.13,50_41718_1163,ESCOLA MUNICIPAL TANCREDO NEVES,9.69,coordenada corrigida,perfil herdado
2008,MG,3108602,BRASILIA DE MINAS,50,1457,ESCOLA MUNICIPAL FLOR DO CAMPO,418.77,337.13,50_41718_1163,ESCOLA MUNICIPAL TANCREDO NEVES,9.69,coordenada corrigida,perfil herdado
2010,MG,3108602,BRASILIA DE MINAS,50,1457,ESCOLA MUNICIPAL FLOR DO CAMPO,418.77,337.13,50_41718_1163,ESCOLA MUNICIPAL TANCREDO NEVES,9.69,coordenada corrigida,perfil herdado
2012,MG,3108602,BRASILIA DE MINAS,50,1457,ESCOLA MUNICIPAL FLOR DO CAMPO,418.77,337.13,50_41718_1163,ESCOLA MUNICIPAL TANCREDO NEVES,9.69,coordenada corrigida,perfil herdado
2014,MG,3108602,BRASILIA DE MINAS,50,1457,ESCOLA MUNICIPAL FLOR DO CAMPO,418.77,337.13,50_41718_1163,ESCOLA MUNICIPAL TANCREDO NEVES,9.69,coordenada corrigida,perfil herdado
2016,MG,3108602,BRASILIA DE MINAS,50,1457,ESCOLA MUNICIPAL FLOR DO CAMPO,1037.2,1167.01,50_41718_1163,ESCOLA MUNICIPAL TANCREDO NEVES,9.69,coordenada corrigida,perfil herdado
2018,MG,3108602,BRASILIA DE MINAS,50,1457,ESCOLA MUNICIPAL FLOR DO CAMPO,1037.2,1167.01,50_41718_1163,ESCOLA MUNICIPAL TANCREDO NEVES,9.69,coordenada corrigida,perfil herdado
2020,MG,3108602,BRASILIA DE MINAS,50,1457,ESCOLA MUNICIPAL FLOR DO CAMPO,1037.2,1167.01,50_41718_1163,ESCOLA MUNICIPAL TANCREDO NEVES,9.69,coordenada corrigida,perfil herdado
2022,MG,3108602,BRASILIA DE MINAS,50,1457,ESCOLA MUNICIPAL FLOR DO CAMPO,1037.2,1167.01,50_41718_1163,ESCOLA MUNICIPAL TANCREDO NEVES,9.69,coordenada corrigida,perfil herdado
2024,MG,3108602,BRASILIA DE MINAS,50,1457,ESCOLA MUNICIPAL FLOR DO CAMPO,1037.2,1167.01,50_41718_1163,ESCOLA MUNICIPAL TANCREDO NEVES,9.69,coordenada corrigida,perfil herdado
2006,MG,3108602,BRASILIA DE MINAS,50,1473,ESCOLA MUNICIPAL JOSE SIMOES JUNIOR,1200.08,339.59,50_41718_1155,ESCOLA MUNICIPAL MINERVINA MENDES BOTELHO,1.62,renda incoerente com os vizinhos rurais (R$ 386),perfil herdado
2008,MG,3108602,BRASILIA DE MINAS,50,1473,ESCOLA MUNICIPAL JOSE SIMOES JUNIOR,1200.08,339.59,50_41718_1155,ESCOLA MUNICIPAL MINERVINA MENDES BOTELHO,1.62,renda incoerente com os vizinhos rurais (R$ 379),perfil herdado
2010,MG,3108602,BRASILIA DE MINAS,50,1473,ESCOLA MUNICIPAL JOSE SIMOES JUNIOR,1200.08,660.6,50_41718_1651,ESCOLA MUNICIPAL JOAQUIM ALVES ANTUNES,0.99,renda incoerente com os vizinhos rurais (R$ 388),perfil herdado
2012,MG,3108602,BRASILIA DE MINAS,50,1473,ESCOLA MUNICIPAL JOSE SIMOES JUNIOR,1200.08,660.6,50_41718_1651,ESCOLA MUNICIPAL JOAQUIM ALVES ANTUNES,0.99,renda incoerente com os vizinhos rurais (R$ 386),perfil herdado
2014,MG,3108602,BRASILIA DE MINAS,50,1473,ESCOLA MUNICIPAL JOSE SIMOES JUNIOR,1200.08,660.6,50_41718_1651,ESCOLA MUNICIPAL JOAQUIM ALVES ANTUNES,0.99,renda incoerente com os vizinhos rurais (R$ 386),perfil herdado
2016,MG,3108602,BRASILIA DE MINAS,50,1473,ESCOLA MUNICIPAL JOSE SIMOES JUNIOR,3461.73,1097.06,50_41718_1651,ESCOLA MUNICIPAL JOAQUIM ALVES ANTUNES,0.99,renda incoerente com os vizinhos rurais (R$ 1072),perfil herdado
2018,MG,3108602,BRASILIA DE MINAS,50,1473,ESCOLA MUNICIPAL JOSE SIMOES JUNIOR,3461.73,1097.06,50_41718_1651,ESCOLA MUNICIPAL JOAQUIM ALVES ANTUNES,0.99,renda incoerente com os vizinhos rurais (R$ 1072),perfil herdado
2020,MG,3108602,BRASILIA DE MINAS,50,1473,ESCOLA MUNICIPAL JOSE SIMOES JUNIOR,3461.73,1097.06,50_41718_1651,ESCOLA MUNICIPAL JOAQUIM ALVES ANTUNES,0.99,renda incoerente com os vizinhos rurais (R$ 1072),perfil herdado
2022,MG,3108602,BRASILIA DE MINAS,50,1473,ESCOLA MUNICIPAL JOSE SIMOES JUNIOR,3461.73,1097.06,50_41718_1651,ESCOLA MUNICIPAL JOAQUIM ALVES ANTUNES,0.99,renda incoerente com os vizinhos rurais (R$ 1072),perfil herdado
2024,MG,3108602,BRASILIA DE MINAS,50,1473,ESCOLA MUNICIPAL JOSE SIMOES JUNIOR,3461.73,1097.06,50_41718_1651,ESCOLA MUNICIPAL JOAQUIM ALVES ANTUNES,0.99,renda incoerente com os vizinhos rurais (R$ 1072),perfil herdado
2006,MG,3108602,BRASILIA DE MINAS,50,1481,ESCOLA MUNICIPAL ANJO DA GUARDA,660.6,372.16,50_41718_1406,ESCOLA ESTADUAL MUNICIPAL CELESTINO SIMOES NETO,10.49,coordenada corrigida,perfil herdado
2008,MG,3108602,BRASILIA DE MINAS,50,1481,ESCOLA MUNICIPAL ANJO DA GUARDA,660.6,372.16,50_41718_1406,ESCOLA ESTADUAL MUNICIPAL CELESTINO SIMOES NETO,10.49,coordenada corrigida,perfil herdado
2010,MG,3108602,BRASILIA DE MINAS,50,1481,ESCOLA MUNICIPAL ANJO DA GUARDA,660.6,372.16,50_41718_1406,ESCOLA ESTADUAL MUNICIPAL CELESTINO SIMOES NETO,10.49,coordenada corrigida,perfil herdado
2012,MG,3108602,BRASILIA DE MINAS,50,1481,PREDIO DA ASSOCIACAO COMUNITARIA DA LAGOINHA I,660.6,372.16,50_41718_1406,ESCOLA ESTADUAL MUNICIPAL CELESTINO SIMOES NETO,10.49,coordenada corrigida,perfil herdado
2014,MG,3108602,BRASILIA DE MINAS,50,1481,PREDIO DA ASSOCIACAO COMUNITARIA DA LAGOINHA I,660.6,372.16,50_41718_1406,ESCOLA ESTADUAL MUNICIPAL CELESTINO SIMOES NETO,10.49,coordenada corrigida,perfil herdado
2016,MG,3108602,BRASILIA DE MINAS,50,1481,PREDIO DA ASSOCIACAO COMUNITARIA DA LAGOINHA I,1097.06,1079.18,50_41718_1406,ESCOLA ESTADUAL MUNICIPAL CELESTINO SIMOES NETO,10.49,coordenada corrigida,perfil herdado
2018,MG,3108602,BRASILIA DE MINAS,50,1481,PREDIO DA ASSOCIACAO COMUNITARIA DA LAGOINHA I,1097.06,1079.18,50_41718_1406,ESCOLA ESTADUAL MUNICIPAL CELESTINO SIMOES NETO,10.49,coordenada corrigida,perfil herdado
2020,MG,3108602,BRASILIA DE MINAS,50,1481,PREDIO DA ASSOCIAÇÃO COMUNITÁRIA DA LAGOINHA I,1097.06,1079.18,50_41718_1406,ESCOLA ESTADUAL MUNICIPAL CELESTINO SIMOES NETO,10.49,coordenada corrigida,perfil herdado
2022,MG,3108602,BRASILIA DE MINAS,50,1481,PREDIO DA ASSOCIAÇÃO COMUNITÁRIA DA LAGOINHA I,1097.06,1079.18,50_41718_1406,ESCOLA MUNICIPAL CELESTINO SIMOES NETO,10.49,coordenada corrigida,perfil herdado
2024,MG,3108602,BRASILIA DE MINAS,50,1481,PREDIO DA ASSOCIAÇÃO COMUNITÁRIA DA LAGOINHA I,1097.06,1079.18,50_41718_1406,ESCOLA MUNICIPAL CELESTINO SIMOES NETO,10.49,coordenada corrigida,perfil herdado
2006,MG,3108602,BRASILIA DE MINAS,50,1490,ESCOLA MUNICIPAL SANTA TEREZA,797.88,660.6,50_41718_1651,ESCOLA MUNICIPAL JOAQUIM ALVES ANTUNES,2.87,coordenada corrigida,perfil herdado
2008,MG,3108602,BRASILIA DE MINAS,50,1490,ESCOLA MUNICIPAL SANTA TEREZA,797.88,674.6,50_41718_1147,ESCOLA MUNICIPAL EUZEBIA ROSA FREIRE,3.25,coordenada corrigida,perfil herdado
