ano,uf,ibge,municipio,zona,local,nome,renda_antes,renda_depois,doador,doador_nome,distancia_km,motivo,situacao
2012,RN,2401404,BAIA FORMOSA,11,1023,ESCOLA ESTADUAL PAULO FREIRE,655.24,641.24,11_16276_5500,ESCOLA SEVERINO DE ARRUDA,6.86,coordenada corrigida,perfil herdado
2014,RN,2401404,BAIA FORMOSA,11,1023,ESCOLA ESTADUAL PAULO FREIRE,655.24,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,RN,2401404,BAIA FORMOSA,11,1023,ESCOLA ESTADUAL PAULO FREIRE,1675.43,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,RN,2401404,BAIA FORMOSA,11,1023,ESCOLA ESTADUAL PAULO FREIRE,1675.43,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,RN,2401404,BAIA FORMOSA,11,1023,ESCOLA ESTADUAL PAULO FREIRE,1675.43,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,RN,2401404,BAIA FORMOSA,11,1023,ESCOLA ESTADUAL PAULO FREIRE,1675.43,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2024,RN,2401404,BAIA FORMOSA,11,1023,ESCOLA ESTADUAL PAULO FREIRE,1675.43,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2006,RN,2401404,BAIA FORMOSA,11,1058,ESCOLA MUNICIPAL JOAO ANACLETO FILHO,675.52,641.24,11_16276_5500,ESCOLA SEVERINO DE ARRUDA,6.96,coordenada corrigida,perfil herdado
2008,RN,2401404,BAIA FORMOSA,11,1058,ESCOLA MUNICIPAL JOAO ANACLETO FILHO,675.52,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2010,RN,2401404,BAIA FORMOSA,11,1058,ESCOLA MUNICIPAL JOAO ANACLETO FILHO,675.52,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2012,RN,2401404,BAIA FORMOSA,11,1058,ESCOLA MUNICIPAL JOAO ANACLETO FILHO,675.52,641.24,11_16276_5500,ESCOLA SEVERINO DE ARRUDA,6.96,coordenada corrigida,perfil herdado
2014,RN,2401404,BAIA FORMOSA,11,1058,ESCOLA MUNICIPAL JOAO ANACLETO FILHO,675.52,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,RN,2401404,BAIA FORMOSA,11,1058,ESCOLA MUNICIPAL JOAO ANACLETO FILHO,1760.59,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,RN,2401404,BAIA FORMOSA,11,1058,ESCOLA MUNICIPAL JOAO ANACLETO FILHO,1760.59,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,RN,2401404,BAIA FORMOSA,11,1058,ESCOLA MUNICIPAL JOAO ANACLETO FILHO,1760.59,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,RN,2401404,BAIA FORMOSA,11,1058,ESCOLA MUNICIPAL JOAO ANACLETO FILHO,1799.22,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2024,RN,2401404,BAIA FORMOSA,11,1058,ESCOLA MUNICIPAL JOAO ANACLETO FILHO,1760.59,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2006,RN,2401404,BAIA FORMOSA,11,1066,ESCOLA MUNICIPAL MANOEL GERMANO DOS SANTOS,703.09,641.24,11_16276_5500,ESCOLA SEVERINO DE ARRUDA,6.96,coordenada corrigida,perfil herdado
2008,RN,2401404,BAIA FORMOSA,11,1066,ESCOLA MUNICIPAL MANOEL GERMANO DOS SANTOS,703.09,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2010,RN,2401404,BAIA FORMOSA,11,1066,ESCOLA MUNICIPAL MANOEL GERMANO DOS SANTOS,703.09,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2012,RN,2401404,BAIA FORMOSA,11,1066,ESCOLA MUNICIPAL MANOEL GERMANO DOS SANTOS,703.09,641.24,11_16276_5500,ESCOLA SEVERINO DE ARRUDA,6.96,coordenada corrigida,perfil herdado
2014,RN,2401404,BAIA FORMOSA,11,1066,ESCOLA MUNICIPAL MANOEL GERMANO DOS SANTOS,703.09,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,RN,2401404,BAIA FORMOSA,11,1066,ESCOLA MUNICIPAL MANOEL GERMANO DOS SANTOS,1675.43,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,RN,2401404,BAIA FORMOSA,11,1066,ESCOLA MUNICIPAL MANOEL GERMANO DOS SANTOS,1675.43,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,RN,2401404,BAIA FORMOSA,11,1066,ESCOLA MUNICIPAL MANOEL GERMANO DOS SANTOS,1675.43,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,RN,2401404,BAIA FORMOSA,11,1066,ESCOLA MUNICIPAL MANOEL GERMANO DOS SANTOS,1732.8,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2024,RN,2401404,BAIA FORMOSA,11,1066,ESCOLA MUNICIPAL MANOEL GERMANO DOS SANTOS,1675.43,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2006,RN,2401404,BAIA FORMOSA,11,1074,ESCOLA MUNICIPAL DO SAGI,502.38,641.24,11_16276_5500,ESCOLA SEVERINO DE ARRUDA,10.84,coordenada corrigida,perfil herdado
2008,RN,2401404,BAIA FORMOSA,11,1074,ESCOLA MUNICIPAL DO SAGI,502.38,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2010,RN,2401404,BAIA FORMOSA,11,1074,ESCOLA MUNICIPAL DO SAGI,502.38,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2012,RN,2401404,BAIA FORMOSA,11,1074,ESCOLA MUNICIPAL DO SAGI,502.38,641.24,11_16276_5500,ESCOLA SEVERINO DE ARRUDA,10.84,coordenada corrigida,perfil herdado
2014,RN,2401404,BAIA FORMOSA,11,1074,ESCOLA MUNICIPAL DO SAGI,502.38,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,RN,2401404,BAIA FORMOSA,11,1074,ESCOLA MUNICIPAL DO SAGI,1865.18,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,RN,2401404,BAIA FORMOSA,11,1074,ESCOLA MUNICIPAL DO SAGI,1865.18,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,RN,2401404,BAIA FORMOSA,11,1074,ESCOLA MUNICIPAL DO SAGI,1865.18,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,RN,2401404,BAIA FORMOSA,11,1074,ESCOLA MUNICIPAL DO SAGI,1865.18,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2024,RN,2401404,BAIA FORMOSA,11,1074,ESCOLA MUNICIPAL DO SAGI,1865.18,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2016,RN,2401404,BAIA FORMOSA,11,1090,ESCOLA MUNICIPAL JARBAS PASSARINHO,1863.45,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2018,RN,2401404,BAIA FORMOSA,11,1090,ESCOLA MUNICIPAL JARBAS PASSARINHO,1863.45,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2020,RN,2401404,BAIA FORMOSA,11,1090,ESCOLA MUNICIPAL JARBAS PASSARINHO,1863.45,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2022,RN,2401404,BAIA FORMOSA,11,1090,ESCOLA MUNICIPAL JARBAS PASSARINHO,1863.45,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2024,RN,2401404,BAIA FORMOSA,11,1090,ESCOLA MUNICIPAL JARBAS PASSARINHO,1863.45,,,,,coordenada corrigida,sem doador (nenhum local intacto no municipio)
2006,PA,1501204,BAIAO,35,1155,EMEF MANOEL FERREIRA DO ESPIRITO SANTO,647.12,440.65,35_4235_1058,EMEF DE CALADOS,2.75,coordenada corrigida,perfil herdado
2008,PA,1501204,BAIAO,35,1155,EMEF MANOEL FERREIRA DO ESPIRITO SANTO,647.12,440.65,35_4235_1481,EMEF DE VILA DUTRA,1.75,coordenada corrigida,perfil herdado
2010,PA,1501204,BAIAO,35,1155,EMEF MANOEL FERREIRA DO ESPIRITO SANTO,647.12,440.65,35_4235_1481,EMEF DE VILA DUTRA,1.75,coordenada corrigida,perfil herdado
2012,PA,1501204,BAIAO,35,1155,EMEF MANOEL FERREIRA DO ESPIRITO SANTO,647.12,440.65,35_4235_1481,EMEF DE VILA DUTRA,1.75,coordenada corrigida,perfil herdado
2014,PA,1501204,BAIAO,35,1155,EMEF MANOEL FERREIRA DO ESPIRITO SANTO,647.12,440.65,35_4235_1481,EMEF DE VILA DUTRA,1.75,coordenada corrigida,perfil herdado
2016,PA,1501204,BAIAO,35,1155,EMEF MANOEL FERREIRA DO ESPIRITO SANTO,908.13,733.35,35_4235_1481,EMEF DE VILA DUTRA,1.75,coordenada corrigida,perfil herdado
2018,PA,1501204,BAIAO,35,1155,EMEF MANOEL FERREIRA DO ESPIRITO SANTO,908.13,733.35,35_4235_1481,EMEF DE VILA DUTRA,1.75,coordenada corrigida,perfil herdado
2020,PA,1501204,BAIAO,35,1155,EMEF MANOEL FERREIRA DO ESPIRITO SANTO,908.13,733.35,35_4235_1481,EMEF DE VILA DUTRA,1.75,coordenada corrigida,perfil herdado
2022,PA,1501204,BAIAO,35,1155,EMEF MANOEL FERREIRA DO ESPIRITO SANTO,777.1,733.35,35_4235_1481,EMEF DE VILA DUTRA,1.75,coordenada corrigida,perfil herdado
2008,PA,1501204,BAIAO,35,1473,EMEF DE POCAO,358.75,358.75,35_4235_1260,EMEF DE ACAIZAL ILHA,1.2,coordenada corrigida,perfil herdado
2010,PA,1501204,BAIAO,35,1473,EMEF DE POCAO,358.75,358.75,35_4235_1260,EMEF DE ACAIZAL ILHA,1.2,coordenada corrigida,perfil herdado
2012,PA,1501204,BAIAO,35,1473,EMEF DE POCAO,358.75,358.75,35_4235_1260,EMEF DE ACAIZAL ILHA,1.2,coordenada corrigida,perfil herdado
2014,PA,1501204,BAIAO,35,1473,EMEF DE POCAO,358.75,358.75,35_4235_1260,EMEF DE ACAIZAL ILHA,1.2,coordenada corrigida,perfil herdado
2016,PA,1501204,BAIAO,35,1473,EMEF DE POCAO,851.17,1194.63,35_4235_1260,EMEF DE ACAIZAL ILHA,1.2,coordenada corrigida,perfil herdado
2018,PA,1501204,BAIAO,35,1473,EMEF DE POCAO,851.17,1194.63,35_4235_1260,EMEF DE ACAIZAL ILHA,1.2,coordenada corrigida,perfil herdado
2020,PA,1501204,BAIAO,35,1473,EMEF DE POÇÃO,851.17,1194.63,35_4235_1260,EMEF DE ACAIZAL ILHA,1.2,coordenada corrigida,perfil herdado
2022,PA,1501204,BAIAO,35,1473,EMEF DE POÇÃO,851.17,1194.63,35_4235_1260,EMEF DE ACAIZAL ILHA,1.2,coordenada corrigida,perfil herdado
2024,PA,1501204,BAIAO,35,1473,EMEF DE POÇÃO,851.17,1014.14,35_4235_1236,ESCOLA POLO MATACURÁ,9.25,coordenada corrigida,perfil herdado
2006,BA,2903003,BARRA DO MENDES,176,1473,ESCOLA EDIVALDO SANTOS LOPES,333.62,327.58,176_33596_1287,COLEGIO MUNICIPAL EDIZIO MENDONCA,5.66,coordenada corrigida,perfil herdado
2008,BA,2903003,BARRA DO MENDES,176,1473,ESCOLA EDIVALDO SANTOS LOPES,333.62,327.58,176_33596_1287,COLEGIO MUNICIPAL EDIZIO MENDONCA,5.66,coordenada corrigida,perfil herdado
2010,BA,2903003,BARRA DO MENDES,176,1473,ESCOLA EDIVALDO SANTOS LOPES,333.62,327.58,176_33596_1287,COLEGIO MUNICIPAL EDIZIO MENDONCA,5.66,coordenada corrigida,perfil herdado
2012,BA,2903003,BARRA DO MENDES,176,1473,ESCOLA EDIVALDO SANTOS LOPES,333.62,327.58,176_33596_1287,COLEGIO MUNICIPAL EDIZIO MENDONCA,5.66,coordenada corrigida,perfil herdado
2014,BA,2903003,BARRA DO MENDES,176,1473,ESCOLA EDIVALDO SANTOS LOPES,333.62,327.58,176_33596_1287,COLEGIO MUNICIPAL EDIZIO MENDONCA,5.66,coordenada corrigida,perfil herdado
2016,BA,2903003,BARRA DO MENDES,176,1473,ESCOLA EDIVALDO SANTOS LOPES,969.58,1192.51,176_33596_1287,COLEGIO MUNICIPAL EDIZIO MENDONCA,5.66,coordenada corrigida,perfil herdado
2018,BA,2903003,BARRA DO MENDES,176,1473,ESCOLA EDIVALDO SANTOS LOPES,969.58,1192.51,176_33596_1287,COLEGIO MUNICIPAL EDIZIO MENDONCA,5.66,coordenada corrigida,perfil herdado
2020,BA,2903003,BARRA DO MENDES,176,1473,ESCOLA EDIVALDO SANTOS LOPES,969.58,1192.51,176_33596_1287,COLEGIO MUNICIPAL EDIZIO MENDONCA,5.66,coordenada corrigida,perfil herdado
2022,BA,2903003,BARRA DO MENDES,176,1473,ESCOLA EDIVALDO SANTOS LOPES,969.58,1091.83,176_33596_1287,COLEGIO MUNICIPAL EDIZIO MENDONCA,5.66,coordenada corrigida,perfil herdado
2024,BA,2903003,BARRA DO MENDES,176,1473,ESCOLA EDIVALDO SANTOS LOPES,969.58,1192.51,176_33596_1287,COLEGIO MUNICIPAL EDIZIO MENDONCA,5.66,coordenada corrigida,perfil herdado
2006,BA,2903508,BELO CAMPO,165,1023,COLEGIO MUNICIPAL DE BELO CAMPO,689.41,672.5,165_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.25,coordenada corrigida,perfil herdado
2008,BA,2903508,BELO CAMPO,177,1023,COLEGIO MUNICIPAL DE BELO CAMPO,689.41,672.5,177_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.25,coordenada corrigida,perfil herdado
2010,BA,2903508,BELO CAMPO,177,1023,COLEGIO MUNICIPAL DE BELO CAMPO,689.41,672.5,177_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.25,coordenada corrigida,perfil herdado
2012,BA,2903508,BELO CAMPO,177,1023,COLEGIO MUNICIPAL DE BELO CAMPO,689.41,672.5,177_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.25,coordenada corrigida,perfil herdado
2014,BA,2903508,BELO CAMPO,177,1023,COLEGIO MUNICIPAL DE BELO CAMPO,689.41,672.5,177_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.25,coordenada corrigida,perfil herdado
2016,BA,2903508,BELO CAMPO,177,1023,COLEGIO MUNICIPAL DE BELO CAMPO,1404.47,351.38,177_33693_1341,ESCOLA MUNICIPAL JOSE FRANCISCO LACERDA,7.95,coordenada corrigida,perfil herdado
2018,BA,2903508,BELO CAMPO,177,1023,COLEGIO MUNICIPAL DE BELO CAMPO,1404.47,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,10.41,coordenada corrigida,perfil herdado
2020,BA,2903508,BELO CAMPO,177,1023,COLEGIO MUNICIPAL DE BELO CAMPO,1404.47,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,10.41,coordenada corrigida,perfil herdado
2022,BA,2903508,BELO CAMPO,177,1023,COLEGIO MUNICIPAL DE BELO CAMPO,1404.47,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,10.41,coordenada corrigida,perfil herdado
2024,BA,2903508,BELO CAMPO,177,1023,COLEGIO MUNICIPAL DE BELO CAMPO,1404.47,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,10.41,coordenada corrigida,perfil herdado
2006,BA,2903508,BELO CAMPO,165,1031,ESCOLA ESTADUAL ANTONIO CARLOS MAGALHAES,549.49,672.5,165_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.53,coordenada corrigida,perfil herdado
2008,BA,2903508,BELO CAMPO,177,1031,ESCOLA ESTADUAL ANTONIO CARLOS MAGALHAES,549.49,672.5,177_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.53,coordenada corrigida,perfil herdado
2010,BA,2903508,BELO CAMPO,177,1031,ESCOLA ESTADUAL ANTONIO CARLOS MAGALHAES,549.49,672.5,177_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.53,coordenada corrigida,perfil herdado
2012,BA,2903508,BELO CAMPO,177,1031,ESCOLA ESTADUAL ANTONIO CARLOS MAGALHAES,549.49,672.5,177_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.53,coordenada corrigida,perfil herdado
2014,BA,2903508,BELO CAMPO,177,1031,ESCOLA ESTADUAL ANTONIO CARLOS MAGALHAES,549.49,672.5,177_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.53,coordenada corrigida,perfil herdado
2016,BA,2903508,BELO CAMPO,177,1031,ESCOLA ESTADUAL ANTONIO CARLOS MAGALHAES,1715.13,351.38,177_33693_1341,ESCOLA MUNICIPAL JOSE FRANCISCO LACERDA,8.35,coordenada corrigida,perfil herdado
2018,BA,2903508,BELO CAMPO,177,1031,ESCOLA ESTADUAL ANTONIO CARLOS MAGALHAES,1715.13,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,9.74,coordenada corrigida,perfil herdado
2020,BA,2903508,BELO CAMPO,177,1031,ESCOLA ESTADUAL ANTONIO CARLOS MAGALHAES,1715.13,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,9.74,coordenada corrigida,perfil herdado
2006,BA,2903508,BELO CAMPO,165,1074,ESCOLA ESTADUAL CARLOS SANTANA,549.49,672.5,165_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.64,coordenada corrigida,perfil herdado
2008,BA,2903508,BELO CAMPO,177,1074,ESCOLA ESTADUAL CARLOS SANTANA,549.49,672.5,177_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.87,coordenada corrigida,perfil herdado
2010,BA,2903508,BELO CAMPO,177,1074,ESCOLA ESTADUAL CARLOS SANTANA,549.49,672.5,177_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.87,coordenada corrigida,perfil herdado
2012,BA,2903508,BELO CAMPO,177,1074,ESCOLA ESTADUAL CARLOS SANTANA,549.49,672.5,177_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.87,coordenada corrigida,perfil herdado
2014,BA,2903508,BELO CAMPO,177,1074,ESCOLA ESTADUAL CARLOS SANTANA,549.49,672.5,177_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.87,coordenada corrigida,perfil herdado
2016,BA,2903508,BELO CAMPO,177,1074,ESCOLA ESTADUAL CARLOS SANTANA,1715.13,351.38,177_33693_1341,ESCOLA MUNICIPAL JOSE FRANCISCO LACERDA,8.58,coordenada corrigida,perfil herdado
2018,BA,2903508,BELO CAMPO,177,1074,ESCOLA ESTADUAL CARLOS SANTANA,1715.13,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,9.39,coordenada corrigida,perfil herdado
2020,BA,2903508,BELO CAMPO,177,1074,ESCOLA ESTADUAL CARLOS SANTANA,1715.13,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,9.39,coordenada corrigida,perfil herdado
2006,BA,2903508,BELO CAMPO,165,1082,ESCOLA MUNICIPAL EDVALDO FLORES,640.97,672.5,165_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.91,coordenada corrigida,perfil herdado
2008,BA,2903508,BELO CAMPO,177,1082,ESCOLA MUNICIPAL EDVALDO FLORES,640.97,672.5,177_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.91,coordenada corrigida,perfil herdado
2010,BA,2903508,BELO CAMPO,177,1082,ESCOLA MUNICIPAL EDVALDO FLORES,640.97,672.5,177_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.91,coordenada corrigida,perfil herdado
2012,BA,2903508,BELO CAMPO,177,1082,ESCOLA MUNICIPAL EDVALDO FLORES,640.97,672.5,177_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.91,coordenada corrigida,perfil herdado
2014,BA,2903508,BELO CAMPO,177,1082,ESCOLA MUNICIPAL EDVALDO FLORES,640.97,672.5,177_33693_1252,CENTRO DE CONVIVIO DE IDOSOS - CRECHE,0.91,coordenada corrigida,perfil herdado
2016,BA,2903508,BELO CAMPO,177,1082,ESCOLA MUNICIPAL EDVALDO FLORES,1539.54,351.38,177_33693_1341,ESCOLA MUNICIPAL JOSE FRANCISCO LACERDA,8.69,coordenada corrigida,perfil herdado
2018,BA,2903508,BELO CAMPO,177,1082,ESCOLA MUNICIPAL EDVALDO FLORES,1539.54,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,9.33,coordenada corrigida,perfil herdado
2020,BA,2903508,BELO CAMPO,177,1082,ESCOLA MUNICIPAL EDVALDO FLORES,1539.54,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,9.33,coordenada corrigida,perfil herdado
2022,BA,2903508,BELO CAMPO,177,1082,ESCOLA MUNICIPAL EDVALDO FLORES,1539.54,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,9.33,coordenada corrigida,perfil herdado
2024,BA,2903508,BELO CAMPO,177,1082,ESCOLA MUNICIPAL EDVALDO FLORES,1539.54,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,9.33,coordenada corrigida,perfil herdado
2006,BA,2903508,BELO CAMPO,165,1104,ESCOLA MUNICIPAL ODILON VIEIRA,391.58,452.43,165_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,5.48,coordenada corrigida,perfil herdado
2008,BA,2903508,BELO CAMPO,177,1104,ESCOLA MUNICIPAL ODILON VIEIRA,391.58,452.43,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,5.48,coordenada corrigida,perfil herdado
2010,BA,2903508,BELO CAMPO,177,1104,ESCOLA MUNICIPAL ODILON VIEIRA,391.58,452.43,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,5.48,coordenada corrigida,perfil herdado
2012,BA,2903508,BELO CAMPO,177,1104,ESCOLA MUNICIPAL ODILON VIEIRA,391.58,452.43,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,5.48,coordenada corrigida,perfil herdado
2014,BA,2903508,BELO CAMPO,177,1104,ESCOLA MUNICIPAL ODILON VIEIRA,391.58,452.43,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,5.48,coordenada corrigida,perfil herdado
2016,BA,2903508,BELO CAMPO,177,1104,ESCOLA MUNICIPAL ODILON VIEIRA,1715.69,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,5.48,coordenada corrigida,perfil herdado
2018,BA,2903508,BELO CAMPO,177,1104,ESCOLA MUNICIPAL ODILON VIEIRA,1715.69,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,5.48,coordenada corrigida,perfil herdado
2020,BA,2903508,BELO CAMPO,177,1104,ESCOLA MUNICIPAL ODILON VIEIRA,1715.69,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,5.48,coordenada corrigida,perfil herdado
2022,BA,2903508,BELO CAMPO,177,1104,ESCOLA MUNICIPAL ODILON VIEIRA,1715.69,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,5.48,coordenada corrigida,perfil herdado
2024,BA,2903508,BELO CAMPO,177,1104,ESCOLA MUNICIPAL ODILON VIEIRA,1715.69,987.7,177_33693_1058,ESCOLA MUNICIPAL JUAREZ HORTELIO,5.48,coordenada corrigida,perfil herdado
2006,BA,2903508,BELO CAMPO,165,1112,ESCOLA MUNICIPAL GERSON ALMEIDA,359.24,347.38,165_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,6.84,coordenada corrigida,perfil herdado
2008,BA,2903508,BELO CAMPO,177,1112,ESCOLA MUNICIPAL GERSON ALMEIDA,359.24,347.38,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,6.84,coordenada corrigida,perfil herdado
2010,BA,2903508,BELO CAMPO,177,1112,ESCOLA MUNICIPAL GERSON ALMEIDA,359.24,347.38,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,6.84,coordenada corrigida,perfil herdado
2012,BA,2903508,BELO CAMPO,177,1112,ESCOLA MUNICIPAL GERSON ALMEIDA,359.24,347.38,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,6.84,coordenada corrigida,perfil herdado
2014,BA,2903508,BELO CAMPO,177,1112,ESCOLA MUNICIPAL GERSON ALMEIDA,359.24,347.38,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,6.84,coordenada corrigida,perfil herdado
2016,BA,2903508,BELO CAMPO,177,1112,ESCOLA MUNICIPAL GERSON ALMEIDA,1716.08,952.87,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,6.84,coordenada corrigida,perfil herdado
2018,BA,2903508,BELO CAMPO,177,1112,ESCOLA MUNICIPAL GERSON ALMEIDA,1716.08,952.87,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,6.84,coordenada corrigida,perfil herdado
2020,BA,2903508,BELO CAMPO,177,1112,ESCOLA MUNICIPAL GERSON ALMEIDA,1716.08,952.87,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,6.84,coordenada corrigida,perfil herdado
2022,BA,2903508,BELO CAMPO,177,1112,ESCOLA MUNICIPAL GERSON ALMEIDA,1716.08,952.87,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,6.84,coordenada corrigida,perfil herdado
2024,BA,2903508,BELO CAMPO,177,1112,ESCOLA MUNICIPAL GERSON ALMEIDA,1716.08,952.87,177_33693_1201,ESCOLA MUNICIPAL DOMINGOS FERRAZ,6.84,coordenada corrigida,perfil herdado
2006,BA,2903508,BELO CAMPO,165,1147,ESCOLA MUNICIPAL LAURO FLROES,343.97,351.38,165_33693_1341,ESCOLA MUNICIPAL JOSE FRANCISCO LACERDA,2.43,coordenada corrigida,perfil herdado
2008,BA,2903508,BELO CAMPO,177,1147,ESCOLA MUNICIPAL LAURO FLROES,343.97,351.38,177_33693_1341,ESCOLA MUNICIPAL JOSE FRANCISCO LACERDA,2.43,coordenada corrigida,perfil herdado
2010,BA,2903508,BELO CAMPO,177,1147,ESCOLA MUNICIPAL LAURO FLROES,343.97,351.38,177_33693_1341,ESCOLA MUNICIPAL JOSE FRANCISCO LACERDA,2.43,coordenada corrigida,perfil herdado
2012,BA,2903508,BELO CAMPO,177,1147,ESCOLA MUNICIPAL LAURO FLROES,343.97,351.38,177_33693_1341,ESCOLA MUNICIPAL JOSE FRANCISCO LACERDA,2.43,coordenada corrigida,perfil herdado
